Title,Opening Date,Theatre ID,Theatre Name (from Show Info),Production Type,Intermissions,Show Type,Show ID,Year,Closing Date,N Performances,Other Titles,Previews Date,Running Time,Official Website,Show Type Simple,Show Never Opened,Run Time,Revival,Pre-Broadway,Limited Run,Repertory
The Bonehead,1920-04-12,7238,Fulton Theatre,Original Production,,Play,316674,1920,,24,,,,,Play,False,,False,,,
Martinique,1920-04-26,7230,Eltinge 42nd Street Theatre,Original Production,,Play,316675,1920,,40,,,,,Play,False,,False,,,
"Oh, Henry",1920-05-05,7238,Fulton Theatre,Original Production,,Play,316676,1920,,21,,,,,Play,False,,False,,,
Respect for Riches,1920-05-11,7342,Harris Theatre,Original Production,,Play,316677,1920,,15,,,,,Play,False,,False,,,
All Soul's Eve,1920-05-12,5622,Maxine Elliott's Theatre,Original Production,,Play,316678,1920,,21,,,,,Play,False,,False,,,
His Chinese Wife,1920-05-17,5624,Belmont Theatre,Original Production,,Play,316679,1920,,16,,,,,Play,False,,False,,,
An Innocent Idea,1920-05-25,7238,Fulton Theatre,Original Production,,Play,316680,1920,,7,,,,,Play,False,,False,,,
Ziegfeld Girls of 1920,1920-03-08,7116,Danse de Follies,,,,316681,1920,,78,,,,,,False,,,,,
Not So Long Ago,1920-05-04,5334,Booth Theatre,,,Unknown,316682,1920,,31,,,,,Unknown,False,,,,,
Enter Madame,1920-08-16,7524,Garrick Theatre,Original Production,,Play,317129,1920,,350,,,,,Play,False,,False,,,
The Woman of Bronze,1920-09-07,7343,Frazee Theatre,Original Production,,Play,317139,1920,,252,,,,,Play,False,,False,,,
The Emperor Jones,1920-11-01,7404,Neighborhood Playhouse,Original Production,,Play,317140,1920,,204,,,,,Play,False,,False,,,
The Broken Wing,1920-11-29,7094,48th Street Theatre,Original Production,,Play,317141,1920,,171,,,,,Play,False,,False,,,
Cornered,1920-12-08,5889,Astor Theatre,Original Production,,Play,317142,1920,,143,,,,,Play,False,,False,,,
Mary Rose,1920-12-22,7233,Empire Theatre,Original Production,,Play,317143,1920,,127,,,,,Play,False,,False,,,
Mixed Marriage,1920-12-14,7158,Bramhall Playhouse,Revival,,Play,317148,1920,,124,,,,,Play,False,,True,,,
The Meanest Man in the World,1920-10-12,6076,Hudson Theatre,Original Production,,Play,317150,1920,,202,,,,,Play,False,,False,,,
Mamma's Affair,1920-01-19,7027,Little Theatre,Original Production,,Play,317152,1920,,98,,,,,Play,False,,False,,,
Breakfast in Bed,1920-02-03,7230,Eltinge 42nd Street Theatre,Original Production,,Play,317153,1920,,75,,,,,Play,False,,False,,,
The Blue Flame,1920-03-15,5075,Shubert Theatre,Original Production,,Play,317154,1920,,48,,,,,Play,False,,False,,,
Medea,1920-03-22,7524,Garrick Theatre,Original Production,,Play,317155,1920,,14,,,,,Play,False,,False,,,
The Mirage,1920-09-30,5085,Times Square Theatre,Original Production,,Play,317629,1920,,192,,,,,Play,False,,False,,,
The Skin Game,1920-10-20,7145,Bijou Theatre,Original Production,,Play,317630,1920,,176,,,,,Play,False,,False,,,
The Prince and the Pauper,1920-11-01,5334,Booth Theatre,Original Production,,Play,317631,1920,,155,,,,,Play,False,,False,,,
Samson and Delilah,1920-11-17,5369,Greenwich Village Theatre,Original Production,,Play,317632,1920,,143,,,,,Play,False,,False,,,
The Power of Darkness,1920-01-15,7524,Garrick Theatre,Original Production,,Play,317642,1920,,40,,,,,Play,False,,False,,,
Pietro,1920-01-19,5271,Criterion Center Stage Right,Original Production,,Play,317643,1920,,41,,,,,Play,False,,False,,,
He and She,1920-02-12,7027,Little Theatre,Original Production,,Play,317644,1920,,28,,,,,Play,False,,False,,,
The Cat-Bird,1920-02-16,5622,Maxine Elliott's Theatre,Original Production,,Play,317645,1920,,33,,,,,Play,False,,False,,,
George Washington,1920-03-01,7358,Lyric Theatre,Original Production,,Play,317646,1920,,16,,,,,Play,False,,False,,,
Musk,1920-03-13,7440,Punch and Judy Theatre,Original Production,,Play,317647,1920,,9,,,,,Play,False,,False,,,
King Richard III,1920-03-06,7054,Plymouth Theatre,Revival,,Play,317648,1920,,27,,,,,Play,False,,True,,,
The Piper,1920-03-19,7238,Fulton Theatre,Revival,,Play,317649,1920,,8,,,,,Play,False,,True,,,
Thy Name is Woman,1920-11-15,5301,Playhouse Theatre,Original Production,,Play,318071,1920,,120,,,,,Play,False,,False,,,
The Light of the World,1920-01-06,7358,Lyric Theatre,Original Production,,Play,318078,1920,,31,,,,,Play,False,,False,,,
No More Blondes,1920-01-07,5622,Maxine Elliott's Theatre,Original Production,,Play,318079,1920,,29,,,,,Play,False,,False,,,
The Ruined Lady,1920-01-19,5301,Playhouse Theatre,Original Production,,Play,318080,1920,,33,,,,,Play,False,,False,,,
Big Game,1920-01-20,7238,Fulton Theatre,Original Production,,Play,318081,1920,,21,,,,,Play,False,,False,,,
Trimmed in Scarlet,1920-02-02,5622,Maxine Elliott's Theatre,Original Production,,Play,318082,1920,,14,,,,,Play,False,,False,,,
The Tragedy of Nan,1920-02-17,5449,39th Street Theatre,Original Production,,Play,318083,1920,,4,,,,,Play,False,,False,,,
Bab,1920-10-18,7366,Park Theatre,Original Production,,Play,318544,1920,,88,,,,,Play,False,,False,,,
Just Suppose,1920-11-01,5039,Henry Miller's Theatre,Original Production,,Play,318545,1920,,88,,,,,Play,False,,False,,,
Daddy Dumplins,1920-11-22,7446,Theatre Republic,Original Production,,Play,318546,1920,,64,,,,,Play,False,,False,,,
The Beggar's Opera,1920-12-27,5369,Greenwich Village Theatre,Revival,,Operetta,318549,1920,,37,,,,,Musical,False,,True,,,
The Century Revue,1920-07-12,7192,Century Promenade,Original Production,,Musical,319347,1920,1921-01-01,150,,,,,Musical,False,,False,,,
Frivolities of 1920,1920-01-08,7488,44th Street Theatre,Original Production,,Musical,319714,1920,1920-02-28,61,,,,,Musical,False,,False,,,
Tick-Tack-Toe,1920-02-23,7429,Princess Theatre,Original Production,,Musical,319717,1920,1920-03-20,32,,,,,Musical,False,,False,,,
My Golden Girl,1920-02-02,6108,Nora Bayes Theatre,Original Production,,Musical,319722,1920,1920-05-01,105,,,,,Musical,False,,False,,,
Three Showers,1920-04-05,7342,Harris Theatre,Original Production,,Musical,319723,1920,1920-05-15,48,,,,,Musical,False,,False,,,
Look Who's Here,1920-03-02,7488,44th Street Theatre,Original Production,,Musical,319724,1920,1920-05-22,87,,,,,Musical,False,,False,,,
The Girl from Home,1920-05-03,7018,Globe Theatre,Original Production,,Musical,319725,1920,1920-05-22,24,,,,,Musical,False,,False,,,
"Betty, Be Good",1920-05-04,7167,Casino Theatre,Original Production,,Musical,319728,1920,1920-06-26,63,,,,,Musical,False,,False,,,
What's in a Name?,1920-03-19,5622,Maxine Elliott's Theatre,Original Production,,Musical,319729,1920,1920-06-26,115,,,,,Musical,False,,False,,,
Buzzin' Around,1920-07-06,7167,Casino Theatre,Original Production,,Musical,319730,1920,1920-07-24,23,,,,,Musical,False,,False,,,
Ed Wynn's Carnival,1920-04-05,5169,New Amsterdam Theatre,Original Production,,Musical,319731,1920,1920-08-14,150,,,,,Musical,False,,False,,,
Silks and Satins,1920-07-15,5266,George M. Cohan's Theatre,Original Production,,Musical,319734,1920,1920-09-04,60,,,,,Musical,False,,False,,,
Cinderella on Broadway,1920-06-24,7070,Winter Garden Theatre,Original Production,,Musical,319735,1920,1920-09-25,126,,,,,Musical,False,,False,,,
The Sweetheart Shop,1920-08-31,5300,Knickerbocker Theatre,Original Production,,Musical,319739,1920,1920-10-16,55,,,,,Musical,False,,False,,,
Little Miss Charity,1920-09-02,5624,Belmont Theatre,Original Production,,Musical,319741,1920,1920-11-06,77,,,,,Musical,False,,False,,,
Kissing Time,1920-10-11,7358,Lyric Theatre,Original Production,,Musical,319742,1920,1920-12-04,65,,,,,Musical,False,,False,,,
Pitter Patter,1920-09-28,5211,Longacre Theatre,Original Production,,Musical,319745,1920,1921-01-01,111,,,,,Musical,False,,False,,,
Jim Jam Jems,1920-10-04,5028,Cort Theatre,Original Production,,Musical,319746,1920,1921-01-01,105,,,,,Musical,False,,False,,,
Mecca,1920-10-04,7180,Century Theatre,Original Production,,Musical,319747,1920,1921-01-22,130,,,,,Musical,False,,False,,,
Her Family Tree,1920-12-27,7358,Lyric Theatre,Original Production,,Play,319751,1920,1921-03-19,90,,,,,Play,False,,False,,,
Good Times,1920-08-09,5372,Hippodrome Theatre,Original Production,,Musical,319757,1920,1921-04-30,456,,,,,Musical,False,,False,,,
Tip Top,1920-10-05,7018,Globe Theatre,Original Production,,Musical,319758,1920,1921-05-07,246,,,,,Musical,False,,False,,,
Lady Billy,1920-12-14,5250,Liberty Theatre,Original Production,,Musical,319761,1920,1921-05-21,188,,,,,Musical,False,,False,,,
Honeydew,1920-09-06,7167,Casino Theatre,Original Production,,Play,319769,1920,1921-06-25,249,,,,,Play,False,,False,,,
A Midsummer Night's Dream,1920-05-18,7027,Little Theatre,Revival,,Play,320305,1920,1920-05-29,7,,,,,Play,False,,True,,,
Lassie,1920-04-06,6108,Nora Bayes Theatre,Original Production,,Musical,322519,1920,1920-08-21,159,,,,,Musical,False,,False,,,
The Half Moon,1920-11-01,5250,Liberty Theatre,Original Production,,Musical,322520,1920,1920-12-11,48,,,,,Musical,False,,False,,,
As You Were,1920-01-27,5525,Central Theatre,Original Production,1.0,,3302,1920,1920-05-29,143,,,,,,False,,False,,,
Florodora,1920-04-05,7180,Century Theatre,Revival,1.0,Musical,4574,1920,,150,,,,,Musical,False,,True,,False,False
George White's Scandals [1920],1920-06-07,5135,Globe Theatre,Original Production,1.0,Revue,4752,1920,1920-10-02,134,Scandals of 1920 (alternate title),,,,Revue,False,,False,,False,False
Hitchy-Koo [1920],1920-10-19,5169,New Amsterdam Theatre,Original Production,1.0,Revue,6835,1920,1920-12-18,71,Raymond Hitchcock's Hitchy-Koo of 1920 (full title),,,,Revue,False,,False,,False,False
Sally,1920-12-21,5169,New Amsterdam Theatre,Original Production,1.0,Musical,7001,1920,1922-04-22,561,Wild Rose,,,,Musical,False,,False,,False,False
Ziegfeld Follies of 1920,1920-06-22,5169,New Amsterdam Theatre,Original Production,1.0,Revue,7990,1920,1920-10-16,123,,,,,Revue,False,,False,,False,False
Satires of 1920,,,,Original Production,1.0,Musical,8129,1920,,,,,,,Musical,True,,False,,False,False
Oui Madame,1920-03-22,,,Original Production,1.0,Musical,8453,1920,,,Some Colonel (working title),,,,Musical,False,,False,,False,False
Bombo,1921-10-06,7316,Jolson's 59th Street Theatre,Original Production,1.0,Musical,1794,1921,,218,,,,,Musical,False,,False,,,
Erminie,1921-01-03,7366,Park Theatre,Revival,1.0,Musical,1798,1921,,64,,,,,Musical,,,True,,,
Good Morning Dearie,1921-11-01,5135,Globe Theatre,Original Production,1.0,Musical,1800,1921,1922-08-26,347,,,,,Musical,False,,False,,False,False
The Greenwich Village Follies [1921],1921-08-31,5075,Shubert Theatre,Original Production,1.0,Revue,1801,1921,1922-01-21,167,,,,,Revue,False,,False,,False,False
The Midnight Rounders of 1921,1921-02-07,7192,Century Promenade,Original Production,1.0,Musical,1808,1921,1921-04-02,49,,,,,Musical,False,,False,,False,False
Tangerine,1921-08-09,7167,Casino Theatre,Original Production,1.0,Musical,1821,1921,,361,,,,,Musical,False,,False,,False,False
The Three Musketeers,1921-05-19,7375,Manhattan Opera House,Original Production,1.0,Musical,1822,1921,,5,,,,,Musical,,,False,,,
Two Little Girls in Blue,1921-05-03,5266,George M. Cohan's Theatre,Original Production,1.0,Musical,1823,1921,1921-08-27,135,,,,,Musical,False,,False,,False,False
Ain't it the Truth,1921-12-19,,,,1.0,Revue,3083,1921,,17,,,,,Revue,False,,,,,
Just Married,1921-04-26,7196,Comedy Theatre,Original Production,,Play,313020,1921,,,,,,,Play,False,,False,,,
The All-Star Idlers of 1921,1921-07-15,5075,Shubert Theatre,Original Production,,Musical,313021,1921,,,,,,,Musical,False,,False,,,
As Ye Mould,1921-10-19,7580,People's Theatre,Original Production,,Play,313022,1921,,,,,,,Play,False,,False,,,
All Star Idlers of 1921,1921-07-14,,,Original Production,1.0,Revue,3138,1921,,1,,,,,Revue,False,,False,,False,False
The Playboy of the Western World,1921-04-16,7158,Bramhall Playhouse,Revival,,Play,313856,1921,,,,,,,Play,False,,True,,,
All Star Jamboree,1921-07-13,,,Original Production,1.0,Revue,3139,1921,,13,,,,,Revue,False,,False,,False,False
Wait 'Til We're Married,1921-09-26,5301,Playhouse Theatre,Original Production,,Play,314014,1921,,,,,,,Play,False,,False,,,
The Silver Fox,1921-09-05,5622,Maxine Elliott's Theatre,Original Production,,Play,314314,1921,,112,,,,,Play,False,,False,,,
Only 38,1921-09-13,5028,Cort Theatre,Original Production,,Play,314315,1921,,88,,,,,Play,False,,False,,,
Beware of Dogs,1921-10-03,5016,Broadhurst Theatre,Original Production,,Play,314316,1921,,88,,,,,Play,False,,False,,,
Main Street,1921-10-05,7050,National Theatre,Original Production,,Play,314317,1921,,86,,,,,Play,False,,False,,,
Ambush,1921-10-10,7524,Garrick Theatre,Original Production,,Play,314318,1921,,98,,,,,Play,False,,False,,,
The Wandering Jew,1921-10-26,5300,Knickerbocker Theatre,Original Production,,Play,314319,1921,,69,,,,,Play,False,,False,,,
The Madras House,1921-10-29,7404,Neighborhood Playhouse,Original Production,,Play,314320,1921,,80,,,,,Play,False,,False,,,
Golden Days,1921-11-01,7245,Gaiety Theatre,Original Production,,Musical,314321,1921,,40,,,,,Musical,False,,False,,,
The Verge,1921-11-14,7439,Provincetown Playhouse,Original Production,,Play,314322,1921,,38,,,,,Play,False,,False,,,
The Man's Name,1921-11-14,7446,Theatre Republic,Original Production,,Play,314323,1921,,24,,,,,Play,False,,False,,,
Her Salary Man,1921-11-28,5028,Cort Theatre,Original Production,,Play,314324,1921,,32,,,,,Play,False,,False,,,
The Hand of the Potter,1921-12-05,7439,Provincetown Playhouse,Original Production,,Play,314325,1921,,21,,,,,Play,False,,False,,,
The Fair Circassian,1921-12-06,7446,Theatre Republic,Original Production,,Play,314326,1921,,7,,,,,Play,False,,False,,,
Bought and Paid For,1921-12-07,5301,Playhouse Theatre,Revival,,Play,314327,1921,,30,,,,,Play,False,,True,,,
Getting Gertie's Garter,1921-08-01,7446,Theatre Republic,Original Production,,Play,314804,1921,,120,,,,,Play,False,,False,,,
March Hares,1921-08-11,7145,Bijou Theatre,Original Production,,Play,314805,1921,,60,,,,,Play,False,,False,,,
Sonya,1921-08-15,7094,48th Street Theatre,Original Production,,Play,314806,1921,,101,,,,,Play,False,,False,,,
The Nightcap,1921-08-15,5449,39th Street Theatre,Original Production,,Play,314807,1921,,96,,,,,Play,False,,False,,,
Back Pay,1921-08-30,7230,Eltinge 42nd Street Theatre,Original Production,,Play,314808,1921,,79,,,,,Play,False,,False,,,
The White-Headed Boy,1921-09-15,5039,Henry Miller's Theatre,Original Production,,Play,314809,1921,,60,,,,,Play,False,,False,,,
Blood and Sand,1921-09-20,7233,Empire Theatre,Original Production,,Play,314810,1921,,71,,,,,Play,False,,False,,,
The Six-Fifty,1921-10-24,6076,Hudson Theatre,Original Production,,Play,314811,1921,,24,,,,,Play,False,,False,,,
The Great Way,1921-11-07,7366,Park Theatre,Original Production,,Play,314812,1921,,8,,,,,Play,False,,False,,,
The Mad Dog,1921-11-08,7196,Comedy Theatre,Original Production,,Play,314813,1921,,15,,,,,Play,False,,False,,,
We Girls,1921-11-09,7094,48th Street Theatre,Original Production,,Play,314814,1921,,30,,,,,Play,False,,False,,,
The Straw,1921-11-10,5369,Greenwich Village Theatre,Original Production,,Play,314815,1921,,20,,,,,Play,False,,False,,,
The Title,1921-11-14,5624,Belmont Theatre,Original Production,,Play,314816,1921,,16,,,,,Play,False,,False,,,
The Hero,1921-09-05,5624,Belmont Theatre,Revival,,Play,314817,1921,,80,,,,,Play,False,,True,,,
The Return of Peter Grimm,1921-09-21,5205,Belasco Theatre,Revival,,Play,314818,1921,,78,,,,,Play,False,,True,,,
Marie Antoinette,1921-11-22,5301,Playhouse Theatre,Revival,,Play,314819,1921,,16,,,,,Play,False,,True,,,
The Skirt,1921-11-07,7145,Bijou Theatre,,,Play,314820,1921,,8,,,,,Play,False,,,,,
Peg O' My Heart,1921-02-14,5028,Cort Theatre,Revival,,Play,315293,1921,,692,,,,,Play,False,,True,,,
Honors Are Even,1921-08-10,5085,Times Square Theatre,Original Production,,Play,315294,1921,,70,,,,,Play,False,,False,,,
Launcelot and Elaine,1921-09-12,5369,Greenwich Village Theatre,Original Production,,Play,315295,1921,,32,,,,,Play,False,,False,,,
The Man in the Making,1921-09-20,6076,Hudson Theatre,Original Production,,Play,315296,1921,,22,,,,,Play,False,,False,,,
The Spring,1921-09-21,7429,Princess Theatre,Original Production,,Play,315297,1921,,21,,,,,Play,False,,False,,,
Pot Luck,1921-09-29,7196,Comedy Theatre,Original Production,,Play,315298,1921,,28,,,,,Play,False,,False,,,
Like a King,1921-10-03,5449,39th Street Theatre,Original Production,,Play,315299,1921,,16,,,,,Play,False,,False,,,
The Fan,1921-10-03,7440,Punch and Judy Theatre,Original Production,,Play,315300,1921,,32,,,,,Play,False,,False,,,
The Wren,1921-10-10,7245,Gaiety Theatre,Original Production,,Play,315301,1921,,24,,,,,Play,False,,False,,,
The Children's Tragedy,1921-10-10,5369,Greenwich Village Theatre,Original Production,,Play,315302,1921,,8,,,,,Play,False,,False,,,
A Bachelor's Night,1921-10-17,7366,Park Theatre,Original Production,,Play,315303,1921,,8,,,,,Play,False,,False,,,
The Right to Strike,1921-10-24,7196,Comedy Theatre,Original Production,,Play,315304,1921,,8,,,,,Play,False,,False,,,
The Easiest Way,1921-09-06,7033,Lyceum Theatre,Revival,,Play,315305,1921,,63,,,,,Play,False,,True,,,
Nobody's Money,1921-08-17,5211,Longacre Theatre,Original Production,,Play,315606,1921,,29,,,,,Play,False,,False,,,
The Scarlet Man,1921-08-22,5039,Henry Miller's Theatre,Original Production,,Play,315607,1921,,16,,,,,Play,False,,False,,,
The Detour,1921-08-23,5889,Astor Theatre,Original Production,,Play,315608,1921,,48,,,,,Play,False,,False,,,
The Triumph of X,1921-08-24,7196,Comedy Theatre,Original Production,,Play,315609,1921,,30,,,,,Play,False,,False,,,
Personality,1921-08-27,5301,Playhouse Theatre,Original Production,,Play,315610,1921,,9,,,,,Play,False,,False,,,
The Wheel,1921-08-29,7245,Gaiety Theatre,Original Production,,Play,315611,1921,,49,,,,,Play,False,,False,,,
The Poppy God,1921-08-29,6076,Hudson Theatre,Original Production,,Play,315612,1921,,16,,,,,Play,False,,False,,,
Two Blocks Away,1921-08-30,5266,George M. Cohan's Theatre,Original Production,,Play,315613,1921,,47,,,,,Play,False,,False,,,
Swords,1921-09-01,7050,National Theatre,Original Production,,Play,315614,1921,,36,,,,,Play,False,,False,,,
Don Juan,1921-09-05,7524,Garrick Theatre,Original Production,,Play,315615,1921,,14,,,,,Play,False,,False,,,
Tarzan of the Apes,1921-09-07,5016,Broadhurst Theatre,Original Production,,,315616,1921,,14,,,,,,False,,False,,,
The Elton Case,1921-09-10,5301,Playhouse Theatre,Original Production,,Play,315617,1921,,17,,,,,Play,False,,False,,,
The Blue Lagoon,1921-09-14,5889,Astor Theatre,Original Production,,Play,315618,1921,,21,,,,,Play,False,,False,,,
The Skylark,1921-07-25,5624,Belmont Theatre,Original Production,,Play,315814,1921,,32,,,,,Play,False,,False,,,
The Teaser,1921-07-27,5301,Playhouse Theatre,Original Production,,Play,315815,1921,,29,,,,,Play,False,,False,,,
The Mask of Hamlet,1921-08-22,7429,Princess Theatre,Original Production,,Play,315816,1921,,8,,,,,Play,False,,False,,,
Six-Cylinder Love,1921-08-25,6152,Sam H. Harris Theatre,Original Production,,Play,315944,1921,,344,,,,,Play,False,,False,,,
The Demi-Virgin,1921-10-18,5085,Times Square Theatre,Original Production,,Play,316169,1921,,268,,,,,Play,False,,False,,,
The Dover Road,1921-12-23,7145,Bijou Theatre,Original Production,,Play,316170,1921,,204,,,,,Play,False,,False,,,
Captain Applejack,1921-12-30,5028,Cort Theatre,Original Production,,Play,316171,1921,,195,,,,,Play,False,,False,,,
Kiki,1921-11-29,5205,Belasco Theatre,Original Production,,Play,316191,1921,,233,,,,,Play,False,,False,,,
The Champion,1921-01-03,5211,Longacre Theatre,Original Production,,Play,316199,1921,,175,,,,,Play,False,,False,,,
The Green Goddess,1921-01-18,5334,Booth Theatre,Original Production,,Play,316200,1921,,175,,,,,Play,False,,False,,,
Mr. Pim Passes By,1921-02-28,7524,Garrick Theatre,Original Production,,Play,316201,1921,,124,,,,,Play,False,,False,,,
Toto,1921-03-21,7145,Bijou Theatre,Original Production,,Play,316202,1921,,89,,,,,Play,False,,False,,,
The Ghost Between,1921-03-22,5449,39th Street Theatre,Original Production,,Play,316203,1921,,100,,,,,Play,False,,False,,,
Clair de Lune,1921-04-18,7233,Empire Theatre,Original Production,,Play,316204,1921,,64,,,,,Play,False,,False,,,
Liliom,1921-04-20,7524,Garrick Theatre,Original Production,,Play,316205,1921,,65,,,,,Play,False,,False,,,
Gold,1921-06-01,7343,Frazee Theatre,Original Production,,Play,316206,1921,,13,,,,,Play,False,,False,,,
Goat Alley,1921-06-20,7145,Bijou Theatre,Original Production,,Play,316207,1921,,5,,,,,Play,False,,False,,,
The Tavern,1921-05-23,6076,Hudson Theatre,Revival,,Play,316208,1921,,27,,,,,Play,False,,True,,,
Nice People,1921-03-02,7324,Klaw Theatre,Original Production,,Play,316209,1921,,120,,,,,Play,False,,False,,,
Thank You,1921-10-03,5211,Longacre Theatre,Original Production,,Play,316634,1921,,257,,,,,Play,False,,False,,,
Bulldog Drummond,1921-12-26,5300,Knickerbocker Theatre,Original Production,,Play,316635,1921,,162,,,,,Play,False,,False,,,
Dear Me,1921-01-17,7446,Theatre Republic,Original Production,,Play,316651,1921,,138,,,,,Play,False,,False,,,
In the Night Watch,1921-01-29,7180,Century Theatre,Original Production,,Play,316652,1921,,113,,,,,Play,False,,False,,,
Diff'rent,1921-02-04,7429,Princess Theatre,Original Production,,Play,316653,1921,,100,,,,,Play,False,,False,,,
Nemesis,1921-04-04,6076,Hudson Theatre,Original Production,,Play,316654,1921,,56,,,,,Play,False,,False,,,
The Trial of Joan of Arc,1921-04-12,5075,Shubert Theatre,Original Production,,Play,316655,1921,,31,,,,,Play,False,,False,,,
The Sacrifice,1921-05-02,5369,Greenwich Village Theatre,Original Production,,Play,316656,1921,,8,,,,,Play,False,,False,,,
Romance,1921-02-28,5301,Playhouse Theatre,Revival,,Play,316657,1921,,106,,,,,Play,False,,True,,,
The Servant in the House,1921-05-02,5016,Broadhurst Theatre,Revival,,Play,316658,1921,,3,,,,,Play,False,,True,,,
The Mountain Man,1921-12-12,5622,Maxine Elliott's Theatre,Original Production,,Play,317130,1921,,163,,,,,Play,False,,False,,,
"Wake Up, Jonathan!",1921-01-17,5039,Henry Miller's Theatre,Original Production,,Play,317144,1921,,105,,,,,Play,False,,False,,,
Smooth as Silk,1921-02-22,6071,Lexington Theatre,Original Production,,Play,317145,1921,,50,,,,,Play,False,,False,,,
The Tyranny of Love,1921-03-08,7145,Bijou Theatre,Original Production,,Play,317146,1921,,60,,,,,Play,False,,False,,,
Anna Christie,1921-11-02,5086,Vanderbilt Theatre,Original Production,,Play,317147,1921,,177,,,,,Play,False,,False,,,
Macbeth,1921-04-19,5016,Broadhurst Theatre,Revival,,Play,317149,1921,,6,,,,,Play,False,,True,,,
A Bill of Divorcement,1921-10-10,5266,George M. Cohan's Theatre,Original Production,,Play,317618,1921,,173,,,,,Play,False,,False,,,
Ziegfeld Midnight Frolic [1921],1921-11-17,7116,Danse de Follies,Original Production,,,317619,1921,,123,,,,,,False,,False,,,
The White Peacock,1921-12-26,7196,Comedy Theatre,Original Production,,Play,317620,1921,,102,,,,,Play,False,,False,,,
Ziegfeld 9 O'clock Frolic,1921-02-08,7116,Danse de Follies,Original Production,,,317633,1921,,35,,,,,,False,,False,,,
The White Villa,1921-02-14,7230,Eltinge 42nd Street Theatre,Original Production,,Play,317634,1921,,18,,,,,Play,False,,False,,,
Eyvind of the Hills,1921-02-28,5369,Greenwich Village Theatre,Original Production,,Play,317635,1921,,24,,,,,Play,False,,False,,,
Bridges,1921-02-28,7440,Punch and Judy Theatre,Original Production,,Play,317636,1921,,5,,,,,Play,False,,False,,,
The Robbery,1921-02-28,7440,Punch and Judy Theatre,Original Production,,Play,317637,1921,,5,,,,,Play,False,,False,,,
The Hero,1921-03-14,5211,Longacre Theatre,Original Production,,Play,317638,1921,,5,,,,,Play,False,,False,,,
The Survival of the Fittest,1921-03-14,5369,Greenwich Village Theatre,Original Production,,Play,317639,1921,,16,,,,,Play,False,,False,,,
The Grand Duke,1921-11-01,7033,Lyceum Theatre,Original Production,,Play,317640,1921,,131,,,,,Play,False,,False,,,
Macbeth,1921-02-17,7132,Apollo Theatre,Revival,,Play,317641,1921,,28,,,,,Play,False,,True,,,
The Circle,1921-09-12,7063,Selwyn Theatre,Original Production,,,318057,1921,,175,,,,,,False,,False,,,
Bluebeard's Eighth Wife,1921-09-19,7057,Ritz Theatre,Original Production,,Play,318058,1921,,155,,,,,Play,False,,False,,,
Lilies of the Field,1921-10-04,7324,Klaw Theatre,Original Production,,Play,318059,1921,,169,,,,,Play,False,,False,,,
The Great Broxopp,1921-11-15,7440,Punch and Judy Theatre,Original Production,,Play,318060,1921,,66,,,,,Play,False,,False,,,
The Varying Shore,1921-12-05,6076,Hudson Theatre,Original Production,,Play,318061,1921,,66,,,,,Play,False,,False,,,
Danger,1921-12-22,5449,39th Street Theatre,Original Production,,Play,318062,1921,,79,,,,,Play,False,,False,,,
The Married Woman,1921-12-24,7429,Princess Theatre,Revival,,Play,318068,1921,,51,,,,,Play,False,,True,,,
The Squaw Man,1921-12-26,5889,Astor Theatre,Revival,,Play,318069,1921,,50,,,,,Play,False,,True,,,
Transplanting Jean,1921-01-03,5028,Cort Theatre,Original Production,,Play,318072,1921,,40,,,,,Play,False,,False,,,
The New Morality,1921-01-30,5301,Playhouse Theatre,Original Production,,Play,318073,1921,,5,,,,,Play,False,,False,,,
Near Santa Barbara,1921-01-31,5369,Greenwich Village Theatre,Original Production,,Play,318074,1921,,15,,,,,Play,False,,False,,,
The Importance of Being Earnest,1921-01-20,7158,Bramhall Playhouse,Revival,,Play,318075,1921,,44,,,,,Play,False,,True,,,
Daddy's Gone A-Hunting,1921-08-31,7054,Plymouth Theatre,Original Production,,Play,318533,1921,,129,,,,,Play,False,,False,,,
The Intimate Strangers,1921-11-07,5039,Henry Miller's Theatre,Original Production,,Play,318534,1921,,91,,,,,Play,False,,False,,,
Nature's Nobleman,1921-11-14,7132,Apollo Theatre,Original Production,,Play,318535,1921,,74,,,,,Play,False,,False,,,
Everyday,1921-11-16,7145,Bijou Theatre,Original Production,,Play,318536,1921,,30,,,,,Play,False,,False,,,
The Dream Maker,1921-11-21,7233,Empire Theatre,Original Production,,Play,318537,1921,,82,,,,,Play,False,,False,,,
The Idle Inn,1921-12-20,7054,Plymouth Theatre,Original Production,,Play,318538,1921,,25,,,,,Play,False,,False,,,
Face Value,1921-12-26,6902,49th Street Theatre,Original Production,,Play,318539,1921,,41,,,,,Play,False,,False,,,
Alias Jimmy Valentine,1921-12-08,7245,Gaiety Theatre,Revival,,Play,318541,1921,,46,,,,,Play,False,,True,,,
Trilby,1921-12-23,7050,National Theatre,Revival,,Play,318542,1921,,12,,,,,Play,False,,True,,,
The Claw,1921-10-17,5016,Broadhurst Theatre,Original Production,,Play,318543,1921,,115,,,,,Play,False,,False,,,
Pagans,1921-01-04,7429,Princess Theatre,Original Production,,Play,318547,1921,,15,,,,,Play,False,,False,,,
John Hawthorne,1921-01-24,7524,Garrick Theatre,Original Production,,Play,318548,1921,,5,,,,,Play,False,,False,,,
